name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Houston	, Texas",2023-10-16,66.8,53.7,60.6,66.8,53.7,60.6,41.6,51.1,0,0,0,,0,0,30.1,15.8,350,1022.7,12.6,9.9,119.1,10.2,8,10,2023-10-16T07:23:42,2023-10-16T18:50:00,0.07,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-17,72.8,55.3,63.4,72.8,55.3,63.4,43.2,49.1,0,0,0,,0,0,21.9,12.2,112.4,1020.5,6.5,9.9,122.5,10.5,8,10,2023-10-17T07:24:21,2023-10-17T18:48:56,0.1,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-18,79.3,56,69,79.3,56,69,55.2,63.4,0,0,0,,0,0,27.7,18,162.2,1016.5,22.5,9.9,116.5,10.1,8,10,2023-10-18T07:25:01,2023-10-18T18:47:53,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-19,84.5,68.8,76.3,83.8,68.8,76.2,60.7,60.5,0,0,0,,0,0,16.1,13.5,222,1014.9,38.8,9.9,98.5,8.6,7,10,2023-10-19T07:25:40,2023-10-19T18:46:51,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-20,89.9,67.3,78.3,86.3,67.3,77.2,54.2,48.1,0,0,0,,0,0,18.3,10.7,258.8,1013,13.2,9.9,99.6,8.6,8,10,2023-10-20T07:26:20,2023-10-20T18:45:49,0.21,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-21,89.8,71.1,78.9,87.9,71.1,78.7,58.9,52.2,0,0,0,,0,0,21.9,13.9,242.7,1012.3,29.4,9.9,98.9,8.5,7,10,2023-10-21T07:27:01,2023-10-21T18:44:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-22,84.4,73,77.6,87,73,78.5,70,79,0,0,0,,0,0,26.4,17.9,146.2,1013.4,50.3,9.9,77.5,6.8,6,10,2023-10-22T07:27:42,2023-10-22T18:43:49,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-23,85.5,71.9,77.5,87.2,71.9,78.5,69.9,78.7,0.031,100,16.67,rain,0,0,31.5,18.9,131.9,1013.8,79.8,9.4,105.6,9,9,10,2023-10-23T07:28:23,2023-10-23T18:42:50,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-24,82.9,73.3,78.1,85.8,73.3,79,68.5,73.4,0,0,0,,0,0,38.9,26,134.2,1014.5,68,9.3,56.8,4.8,4,10,2023-10-24T07:29:05,2023-10-24T18:41:53,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-25,84.5,75.1,78.8,90.2,75.1,80.7,71.5,78.8,0,0,0,,0,0,33.3,22.4,132.3,1015.2,72.9,6.9,58.8,5.1,4,10,2023-10-25T07:29:48,2023-10-25T18:40:56,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-26,81.7,73.6,77.8,87.6,73.6,78.9,74.4,89.5,0.504,100,62.5,rain,0,0,29.8,19.1,145,1014.9,92.5,6.4,41,3.5,2,30,2023-10-26T07:30:30,2023-10-26T18:40:00,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-27,85.1,75.3,79.1,91.1,75.3,81.2,73.3,83.1,0.01,100,4.17,rain,0,0,18.3,13.3,135.6,1017.2,81.7,8.8,85.9,7.5,8,30,2023-10-27T07:31:13,2023-10-27T18:39:06,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-28,84.5,74.9,78.8,88.8,74.9,80.2,72.3,81.9,0,0,0,,0,0,23,14.9,138.3,1016.5,61.6,8.5,94.5,8.2,5,10,2023-10-28T07:31:57,2023-10-28T18:38:12,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-29,86.2,56.5,75.6,89.9,56.5,76.9,68.3,79.6,0.006,100,4.17,rain,0,0,31.5,22.2,116.2,1014.7,72.9,9.3,91.8,7.8,8,10,2023-10-29T07:32:41,2023-10-29T18:37:20,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-30,54.6,45,47.8,54.6,36.8,41.6,43.3,84.5,0.01,100,33.33,rain,0,0,39,25.4,347.6,1021.2,99.4,9.1,25.5,2.3,1,10,2023-10-30T07:33:25,2023-10-30T18:36:29,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-10-31,58.7,44.9,50.3,58.7,38.3,46.5,33.6,55.1,0.009,100,12.5,rain,0,0,33.3,21.3,352.5,1025.5,71,9.8,115,10,7,10,2023-10-31T07:34:10,2023-10-31T18:35:39,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
